Month,tourist_index
1,5.913643849952425
2,6.739983759419448
3,5.865089951195487
4,8.26612695007798
5,8.128823639941224
6,8.49512902677609
7,10.424110956827816
8,10.60289158581596
9,9.432220569877302
10,13.305968366168932
11,8.562829294218698
12,14.81575637685488
