Year,Quarter,Month,tourists万人次,revenue亿元,inbound万人次,inbound_万美元,source
2020,1,-,697.83,101.21,6.96,4556.15,国内季度+入境月度
2020,2,-,2004.02,244.62,-,-,由累计差值推算
2020,3,-,4049.79,491.08,-,-,由1-10月减1-6月推算
2020,4,-,3489.56,396.74,-,-,由年度累计减前三季度推算
2020,-,-,10241.20,1233.54,-,-,桂林市统计局年度累计
