Year,Quarter,Month,tourists万人次,revenue亿元,source
2017,1,-,-,-,上半年数据缺失
2017,2,-,-,-,上半年数据缺失
2017,3,-,2655.22,329.87,7-9月合计(缺单月明细)
2017,4,10,573.68,71.23,由累计差值推算
2017,4,11,365.08,45.81,由累计差值推算
2017,4,12,654.89,66.26,由累计差值推算
2017,4,-,1593.65,183.30,Q4累计(10-12月)
2017,-,-,8232.79,971.76,桂林市旅游局全年累计
